HourEnding,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
01/01/2018 01:00,11425.98,1852.66,2823.41,1135.36,18584.34,3831.65,9151.19,1762.47,50567.07
01/01/2018 02:00,11408.42,1850.17,2809.75,1136.63,18524.14,3988.27,9144.99,1754.72,50617.09
01/01/2018 03:00,11405.20,1858.27,2797.80,1135.93,18532.06,4076.09,9141.04,1747.92,50694.30
01/01/2018 04:00,11450.56,1879.62,2807.79,1146.07,18647.44,4154.94,9157.96,1755.20,50999.59
01/01/2018 05:00,11631.34,1876.48,2822.99,1154.19,19002.10,4247.45,9214.33,1774.85,51723.73
01/01/2018 06:00,11939.41,1903.01,2841.67,1182.43,19477.36,4389.05,9409.49,1813.22,52955.63
01/01/2018 07:00,12268.83,1961.79,2854.74,1212.75,19984.22,4512.57,9647.19,1860.98,54303.08
01/01/2018 08:00,12422.88,1996.43,2883.96,1241.48,20289.37,4601.52,9763.96,1899.66,55099.27
01/01/2018 09:00,12605.15,2012.83,2880.94,1243.86,20338.61,4709.23,9843.84,1919.42,55553.89
01/01/2018 10:00,12852.52,2008.72,2888.71,1244.10,20250.29,4898.25,9995.22,1932.58,56070.39
01/01/2018 11:00,12915.23,1956.00,2862.09,1217.57,19996.93,5017.00,10061.27,1922.83,55948.92
01/01/2018 12:00,12898.77,1891.07,2833.66,1184.26,19485.20,5090.21,9997.85,1896.72,55277.73
01/01/2018 13:00,12799.62,1815.91,2783.86,1134.71,18761.46,5100.90,9841.93,1859.40,54097.80
01/01/2018 14:00,12561.39,1739.01,2726.05,1083.39,17929.19,5083.49,9699.13,1816.43,52638.08
01/01/2018 15:00,12276.08,1691.23,2677.41,1050.48,17300.43,5100.08,9579.30,1773.20,51448.20
01/01/2018 16:00,12013.03,1683.75,2641.89,1035.01,17035.04,5101.78,9530.98,1748.16,50789.64
01/01/2018 17:00,12163.41,1740.98,2641.47,1046.39,17279.86,5127.03,9602.77,1750.39,51352.32
01/01/2018 18:00,12904.77,1882.02,2704.64,1108.09,18599.94,5238.73,9969.08,1804.74,54212.00
01/01/2018 19:00,13557.38,1987.77,2857.67,1158.52,19778.25,5451.47,10332.28,1881.12,57004.48
01/01/2018 20:00,13638.32,2012.17,2893.80,1164.42,19960.20,5484.95,10259.67,1883.87,57297.40
01/01/2018 21:00,13662.92,2027.70,2900.22,1165.08,20001.50,5479.91,10139.78,1869.85,57246.96
01/01/2018 22:00,13500.73,2009.95,2881.12,1153.71,19719.39,5395.65,9841.96,1836.80,56339.31
01/01/2018 23:00,13104.63,1945.96,2831.64,1122.27,18993.50,5250.64,9373.66,1779.75,54402.04
01/01/2018 24:00,12677.63,1893.64,2773.98,1101.11,18346.96,5072.79,8960.33,1724.36,52550.80
01/02/2018 01:00,12954.54,1877.85,2908.41,1109.40,18245.55,5105.51,7348.84,1630.07,51180.17
01/02/2018 02:00,12762.33,1863.55,2896.25,1112.72,18041.58,5011.84,7172.20,1632.21,50492.67
01/02/2018 03:00,12672.32,1870.35,2903.21,1121.27,17954.64,4964.11,7093.98,1640.71,50220.58
01/02/2018 04:00,12720.79,1884.48,2914.42,1129.76,17999.01,4951.62,7115.69,1660.43,50376.20
01/02/2018 05:00,12982.67,1923.42,2931.03,1146.11,18313.72,4972.13,7280.40,1696.70,51246.18
01/02/2018 06:00,13540.02,2006.80,2974.96,1186.32,19110.14,5129.00,7655.65,1756.40,53359.29
01/02/2018 07:00,14259.42,2114.64,3034.23,1242.55,20146.48,5378.29,8150.99,1849.02,56175.63
01/02/2018 08:00,14662.85,2187.38,3072.45,1280.04,20703.41,5512.89,8469.28,1916.99,57805.27
01/02/2018 09:00,14847.38,2235.56,3040.62,1297.94,20821.65,5606.69,8577.66,1920.04,58347.54
01/02/2018 10:00,15078.54,2254.58,3034.99,1303.39,20987.82,5695.72,8691.77,1930.07,58976.88
01/02/2018 11:00,15249.14,2190.93,3030.59,1295.13,20975.02,5739.27,8765.60,1924.07,59169.75
01/02/2018 12:00,15162.50,2152.01,2996.40,1274.25,20799.50,5711.04,8733.73,1898.65,58728.07
01/02/2018 13:00,14982.16,2157.80,2946.62,1241.67,20494.03,5621.87,8632.56,1866.74,57943.44
01/02/2018 14:00,14868.70,2125.45,2921.38,1203.33,20298.20,5543.70,8537.78,1843.34,57341.89
01/02/2018 15:00,14784.34,2085.83,2897.57,1186.08,20172.90,5527.97,8497.12,1826.63,56978.44
01/02/2018 16:00,14708.81,2107.65,2835.93,1179.92,20255.11,5538.81,8585.93,1818.63,57030.79
01/02/2018 17:00,14844.78,2126.90,2809.17,1174.96,20683.04,5616.72,8819.10,1810.78,57885.46
01/02/2018 18:00,15397.70,2222.17,2859.86,1220.23,21580.65,5785.47,9271.57,1846.10,60183.75
01/02/2018 19:00,15655.35,2274.21,3003.97,1264.50,22168.94,6034.88,9616.56,1930.27,61948.68
01/02/2018 20:00,15562.07,2258.65,3044.37,1264.40,22015.78,6093.73,9593.22,1949.40,61781.61
01/02/2018 21:00,15390.07,2229.26,3054.22,1255.74,21687.86,6082.71,9477.47,1948.08,61125.41
01/02/2018 22:00,15016.04,2186.81,3025.22,1226.15,21024.75,5989.84,9172.01,1908.32,59549.12
01/02/2018 23:00,14447.10,2087.45,2976.39,1185.46,19962.69,5792.93,8685.52,1847.18,56984.71
01/02/2018 24:00,13951.71,2015.03,2931.94,1153.91,19261.95,5582.65,8288.25,1805.31,54990.74
01/03/2018 01:00,13364.63,1946.17,2802.05,1128.88,18582.42,5174.95,9223.09,1709.98,53932.18
01/03/2018 02:00,13252.10,1947.37,2795.70,1134.41,18565.35,5070.56,9222.85,1718.09,53706.43
01/03/2018 03:00,13279.98,1965.86,2793.54,1141.88,18644.44,5014.42,9334.71,1732.34,53907.18
01/03/2018 04:00,13472.32,1990.37,2798.28,1157.67,18910.17,4995.49,9545.05,1758.09,54627.45
01/03/2018 05:00,13825.13,2041.12,2795.13,1179.23,19421.48,5045.65,9834.08,1785.71,55927.54
01/03/2018 06:00,14475.48,2145.64,2829.54,1220.01,20388.89,5230.92,10366.64,1843.26,58500.39
01/03/2018 07:00,15273.28,2274.35,2882.05,1278.31,21632.70,5526.79,11053.51,1934.52,61855.52
01/03/2018 08:00,15424.46,2311.38,2921.16,1297.64,22017.34,5610.30,11343.26,1964.43,62889.97
01/03/2018 09:00,15230.10,2251.32,2881.24,1270.46,21367.33,5544.42,10917.55,1889.43,61351.86
01/03/2018 10:00,14963.35,2161.63,2808.12,1206.24,20090.37,5368.27,10230.36,1777.20,58605.55
01/03/2018 11:00,14573.73,2060.18,2724.92,1145.48,18873.44,5118.12,9423.06,1654.38,55573.31
01/03/2018 12:00,14060.99,1931.57,2644.96,1086.55,17650.36,4825.43,8626.89,1538.64,52365.40
01/03/2018 13:00,13531.92,1762.17,2554.93,1016.32,16559.56,4512.65,7897.00,1438.58,49273.12
01/03/2018 14:00,13064.39,1665.62,2506.00,969.33,15636.94,4234.78,7349.80,1358.57,46785.44
01/03/2018 15:00,12602.43,1594.48,2460.01,926.72,14830.67,3984.36,6897.85,1298.54,44595.06
01/03/2018 16:00,12263.35,1549.72,2438.52,902.67,14360.17,3802.84,6656.33,1267.57,43241.16
01/03/2018 17:00,12139.26,1626.02,2418.93,914.58,14406.44,3740.21,6651.08,1267.99,43164.50
01/03/2018 18:00,12738.87,1726.24,2456.02,968.94,15480.28,3923.00,7100.58,1335.63,45729.57
01/03/2018 19:00,13509.13,1866.24,2606.92,1041.55,16745.59,4372.91,7934.45,1467.28,49544.06
01/03/2018 20:00,13721.03,1934.79,2673.51,1052.62,17102.15,4585.55,8126.02,1512.15,50707.82
01/03/2018 21:00,13789.67,1967.63,2719.58,1054.94,17268.62,4753.70,8299.96,1544.08,51398.18
01/03/2018 22:00,13647.12,1956.69,2715.55,1042.30,17095.76,4844.83,8253.80,1532.59,51088.65
01/03/2018 23:00,13214.01,1893.82,2669.13,1011.29,16464.87,4787.77,7971.18,1492.03,49504.11
01/03/2018 24:00,12810.95,1855.41,2637.95,987.95,15926.69,4677.68,7736.42,1463.81,48096.87
01/04/2018 01:00,12488.38,1818.65,2632.46,980.84,15670.63,4663.92,7621.82,1455.58,47332.28
01/04/2018 02:00,12394.10,1818.57,2617.23,985.08,15671.03,4643.87,7641.84,1461.10,47232.81
01/04/2018 03:00,12406.29,1832.38,2614.85,992.75,15782.13,4655.97,7748.83,1470.46,47503.65
01/04/2018 04:00,12536.75,1861.49,2629.80,1008.69,16059.87,4701.25,7926.38,1498.20,48222.42
01/04/2018 05:00,12854.36,1919.61,2637.79,1033.07,16668.21,4800.05,8225.79,1532.03,49670.90
01/04/2018 06:00,13514.09,2009.69,2685.43,1080.26,17652.87,5022.79,8774.48,1602.00,52341.61
01/04/2018 07:00,14283.42,2138.24,2748.27,1144.81,19037.87,5356.65,9518.42,1707.32,55935.00
01/04/2018 08:00,14482.31,2169.90,2796.55,1170.14,19569.62,5469.23,9744.51,1760.88,57163.14
01/04/2018 09:00,14198.62,2141.48,2777.69,1146.22,18885.20,5269.68,9335.92,1722.46,55477.27
01/04/2018 10:00,13712.36,2010.82,2760.63,1092.52,17699.02,4859.77,8573.56,1628.23,52336.90
01/04/2018 11:00,13193.59,1878.75,2734.53,1038.94,16594.56,4391.60,7785.38,1515.03,49132.37
01/04/2018 12:00,12632.00,1766.36,2706.39,991.72,15648.48,3960.02,7246.38,1422.70,46374.03
01/04/2018 13:00,12112.41,1655.53,2649.36,946.82,14836.67,3627.54,6772.27,1342.52,43943.13
01/04/2018 14:00,11698.89,1592.49,2630.85,914.01,14135.23,3390.16,6519.70,1299.39,42180.74
01/04/2018 15:00,11322.68,1516.68,2624.57,888.06,13528.90,3217.35,6435.72,1271.40,40805.37
01/04/2018 16:00,11164.38,1496.11,2616.69,881.56,13353.29,3131.61,6467.27,1270.27,40381.18
01/04/2018 17:00,11227.14,1535.57,2627.61,898.74,13790.56,3135.63,6630.79,1295.71,41141.73
01/04/2018 18:00,11820.05,1637.10,2641.22,952.21,14876.41,3276.67,7097.66,1346.43,43647.74
01/04/2018 19:00,12357.34,1738.52,2726.85,1002.01,15799.70,3605.63,7600.10,1413.10,46243.25
01/04/2018 20:00,12381.96,1768.75,2738.16,1017.78,16021.24,3734.85,7633.85,1420.10,46716.69
01/04/2018 21:00,12307.70,1752.14,2734.91,1025.62,16101.42,3812.49,7540.51,1418.15,46692.94
01/04/2018 22:00,11952.60,1760.95,2686.68,1003.90,15779.10,3812.18,7266.25,1378.52,45640.18
01/04/2018 23:00,11446.65,1682.90,2627.82,970.10,15079.42,3725.69,6798.62,1318.65,43649.86
01/04/2018 24:00,11031.71,1626.89,2578.56,938.51,14373.36,3596.19,6412.29,1266.13,41823.64
01/05/2018 01:00,10736.90,1611.81,2564.50,912.87,13927.10,3489.86,6132.86,1219.40,40595.30
01/05/2018 02:00,10560.91,1619.97,2549.75,914.00,13819.30,3431.79,6020.71,1216.41,40132.84
01/05/2018 03:00,10491.06,1596.11,2550.38,923.10,13901.16,3436.72,5983.72,1220.66,40102.91
01/05/2018 04:00,10545.45,1635.18,2566.80,937.06,14171.34,3465.10,6038.01,1240.98,40599.95
01/05/2018 05:00,10784.47,1676.49,2598.72,964.63,14725.91,3537.01,6224.65,1275.35,41787.24
01/05/2018 06:00,11357.06,1767.21,2660.09,1016.73,15713.07,3716.27,6691.98,1343.55,44265.95
01/05/2018 07:00,12051.69,1894.06,2737.30,1086.31,17063.28,3998.51,7326.13,1446.34,47603.62
01/05/2018 08:00,12337.91,1951.27,2799.46,1118.51,17602.20,4118.12,7616.03,1511.49,49054.99
01/05/2018 09:00,12336.70,1937.65,2778.96,1098.44,16997.83,4037.94,7539.23,1490.20,48216.95
01/05/2018 10:00,12281.46,1818.89,2728.96,1042.92,15951.31,3886.32,7377.45,1434.59,46521.91
01/05/2018 11:00,12086.59,1705.83,2666.73,988.18,14975.35,3674.56,7169.77,1378.15,44645.17
01/05/2018 12:00,11765.29,1584.97,2603.39,934.77,14053.47,3440.54,6845.08,1315.02,42542.53
01/05/2018 13:00,11396.44,1494.39,2529.26,879.31,13188.55,3243.67,6447.53,1245.23,40424.38
01/05/2018 14:00,11141.44,1437.51,2501.92,844.34,12551.79,3093.47,6085.88,1198.68,38855.03
01/05/2018 15:00,10911.20,1371.38,2495.19,809.22,12028.60,2998.38,5832.10,1166.94,37613.03
01/05/2018 16:00,10676.98,1345.73,2472.58,781.43,11715.89,2927.52,5674.30,1145.49,36739.93
01/05/2018 17:00,10621.94,1327.37,2437.99,779.14,11754.48,2913.94,5723.72,1119.49,36678.07
01/05/2018 18:00,11056.43,1376.88,2432.94,810.34,12456.42,2997.14,6023.96,1150.90,38305.01
01/05/2018 19:00,11510.74,1522.93,2524.58,856.15,13254.97,3219.64,6586.95,1249.36,40725.31
01/05/2018 20:00,11599.99,1582.02,2558.46,865.99,13276.82,3269.52,6703.19,1277.20,41133.20
01/05/2018 21:00,11650.72,1588.56,2558.85,874.71,13357.04,3277.91,6745.29,1293.13,41346.21
01/05/2018 22:00,11581.97,1579.65,2571.11,869.55,13297.68,3270.66,6692.45,1292.59,41155.66
01/05/2018 23:00,11321.77,1552.41,2549.47,850.59,12931.96,3217.72,6486.57,1264.58,40175.07
01/05/2018 24:00,11004.55,1509.52,2519.22,830.67,12443.31,3133.64,6218.63,1224.15,38883.69
01/06/2018 01:00,10641.46,1503.96,2487.21,833.44,12149.98,3034.93,5996.38,1190.26,37837.62
01/06/2018 02:00,10515.70,1471.31,2473.91,835.54,12032.98,2986.06,5923.32,1189.32,37428.14
01/06/2018 03:00,10467.69,1484.15,2476.20,840.77,12037.63,2970.38,5941.69,1195.51,37414.02
01/06/2018 04:00,10514.50,1513.63,2492.32,857.65,12207.85,2988.82,6061.90,1216.68,37853.34
01/06/2018 05:00,10637.26,1557.15,2519.87,872.58,12572.82,3042.83,6195.99,1241.37,38639.87
01/06/2018 06:00,10973.23,1627.31,2554.24,902.80,13093.20,3140.60,6445.29,1279.91,40016.58
01/06/2018 07:00,11366.62,1712.17,2598.83,938.59,13818.60,3273.11,6709.09,1331.47,41748.50
01/06/2018 08:00,11630.61,1760.82,2635.94,969.39,14438.94,3381.24,6943.43,1386.36,43146.74
01/06/2018 09:00,11701.03,1733.52,2643.62,971.46,14608.97,3394.82,7029.72,1400.29,43483.42
01/06/2018 10:00,11509.45,1642.66,2605.82,939.94,14200.36,3266.45,7021.77,1366.98,42553.44
01/06/2018 11:00,11147.79,1554.68,2559.72,891.18,13573.44,3086.94,6850.63,1316.21,40980.58
01/06/2018 12:00,10691.51,1447.55,2506.74,846.56,12790.00,2945.00,6497.60,1252.55,38977.50
01/06/2018 13:00,10255.89,1348.81,2449.38,805.07,12095.29,2848.30,6140.76,1197.05,37140.56
01/06/2018 14:00,9924.28,1295.42,2409.25,768.89,11435.15,2792.98,5870.08,1154.11,35650.15
01/06/2018 15:00,9696.69,1255.27,2380.49,744.06,11022.12,2748.98,5581.68,1120.42,34549.71
01/06/2018 16:00,9561.59,1246.69,2362.28,733.40,10851.91,2721.37,5498.96,1105.66,34081.88
01/06/2018 17:00,9645.86,1222.20,2373.13,736.40,10918.80,2714.15,5502.14,1109.92,34222.61
01/06/2018 18:00,10048.53,1317.70,2376.53,771.67,11547.77,2752.30,5768.29,1140.06,35722.84
01/06/2018 19:00,10470.62,1423.55,2483.91,812.88,12201.94,2935.98,6128.51,1207.72,37665.10
01/06/2018 20:00,10516.70,1444.45,2525.61,822.12,12170.01,2948.57,6129.40,1233.51,37790.37
01/06/2018 21:00,10466.70,1442.11,2526.85,820.20,12050.47,2907.13,6042.80,1233.54,37489.81
01/06/2018 22:00,10367.10,1421.58,2521.49,805.57,11842.60,2854.80,5890.12,1218.10,36921.36
01/06/2018 23:00,10137.53,1370.06,2504.79,778.04,11376.89,2780.71,5637.16,1187.15,35772.33
01/06/2018 24:00,9822.40,1333.10,2476.66,744.94,10834.38,2665.69,5292.04,1144.95,34314.17
01/07/2018 01:00,9537.65,1292.42,2416.56,720.44,10410.56,2540.73,4994.82,1112.74,33025.93
01/07/2018 02:00,9350.90,1281.85,2395.39,704.68,10087.59,2441.44,4802.51,1095.70,32160.07
01/07/2018 03:00,9279.61,1269.47,2385.41,693.61,9915.09,2376.45,4689.29,1083.05,31691.97
01/07/2018 04:00,9244.06,1280.72,2379.42,691.72,9833.00,2340.98,4641.69,1070.85,31482.43
01/07/2018 05:00,9275.56,1252.34,2379.61,695.67,9946.94,2345.35,4660.56,1071.48,31627.51
01/07/2018 06:00,9407.57,1254.30,2392.20,705.57,10227.61,2397.98,4795.06,1087.81,32268.10
01/07/2018 07:00,9601.19,1300.25,2392.90,723.72,10650.61,2476.15,4981.33,1110.34,33236.48
01/07/2018 08:00,9737.59,1348.76,2427.63,752.82,11171.95,2520.64,5227.43,1147.46,34334.28
01/07/2018 09:00,9934.57,1377.57,2422.46,779.64,11712.42,2579.06,5409.11,1172.93,35387.76
01/07/2018 10:00,10108.51,1371.40,2448.77,798.81,12109.81,2641.48,5562.35,1183.61,36224.76
01/07/2018 11:00,10061.47,1324.29,2456.99,794.00,12349.91,2662.22,5567.50,1175.21,36391.59
01/07/2018 12:00,9843.59,1279.84,2437.78,790.37,12418.45,2683.66,5544.32,1167.83,36165.85
01/07/2018 13:00,9689.46,1252.58,2415.56,787.45,12367.32,2700.95,5536.06,1161.01,35910.39
01/07/2018 14:00,9762.74,1227.50,2406.68,781.96,12159.70,2725.00,5508.16,1154.92,35726.66
01/07/2018 15:00,9777.85,1212.57,2387.54,772.43,11901.73,2725.56,5467.19,1137.37,35382.24
01/07/2018 16:00,9818.60,1204.03,2379.28,771.06,11816.08,2734.36,5446.66,1120.85,35290.91
01/07/2018 17:00,9947.98,1226.43,2389.52,781.37,11953.97,2744.05,5514.72,1119.91,35677.95
01/07/2018 18:00,10352.79,1294.11,2394.35,805.94,12430.13,2813.07,5767.41,1148.40,37006.19
01/07/2018 19:00,10558.20,1327.87,2467.24,824.29,12646.56,2994.11,6052.39,1214.63,38085.31
01/07/2018 20:00,10478.71,1317.26,2486.61,820.84,12499.33,3025.38,6035.89,1232.01,37896.03
01/07/2018 21:00,10293.11,1285.48,2479.40,804.66,12154.44,2985.70,5880.93,1219.24,37102.95
01/07/2018 22:00,9985.78,1225.75,2469.98,779.05,11712.02,2890.45,5622.20,1194.99,35880.21
01/07/2018 23:00,9491.77,1146.37,2428.50,740.91,11037.75,2738.25,5259.15,1149.99,33992.68
01/07/2018 24:00,8968.14,1075.90,2396.25,711.70,10382.30,2544.89,4879.52,1104.70,32063.40
01/08/2018 01:00,8512.68,1071.07,2378.68,709.20,10005.62,2370.10,4645.64,1074.02,30767.01
01/08/2018 02:00,8303.04,1085.25,2375.69,709.27,9843.69,2275.09,4567.04,1072.09,30231.17
01/08/2018 03:00,8190.91,1064.54,2374.75,714.55,9933.71,2233.23,4581.27,1082.02,30174.98
01/08/2018 04:00,8232.63,1080.98,2396.25,738.49,10247.41,2236.01,4701.73,1106.53,30740.04
01/08/2018 05:00,8512.97,1132.25,2421.67,764.20,10917.01,2311.50,4958.80,1150.17,32168.56
01/08/2018 06:00,9125.79,1236.75,2481.63,824.45,12113.61,2510.77,5547.50,1226.90,35067.40
01/08/2018 07:00,9981.15,1401.28,2577.10,911.88,13749.26,2895.74,6337.46,1353.76,39207.63
01/08/2018 08:00,10359.54,1473.57,2657.05,955.22,14501.66,3046.58,6657.74,1422.35,41073.72
01/08/2018 09:00,10455.47,1471.93,2644.14,940.62,14245.31,2997.29,6443.22,1387.99,40585.97
01/08/2018 10:00,10528.49,1460.65,2604.03,911.20,13838.15,2949.40,6206.07,1321.46,39819.45
01/08/2018 11:00,10572.84,1453.02,2559.35,889.96,13449.40,2923.41,6014.78,1256.24,39118.99
01/08/2018 12:00,10511.33,1433.84,2499.69,861.42,13011.82,2875.98,5830.22,1210.49,38234.79
01/08/2018 13:00,10468.03,1403.23,2449.60,821.70,12536.19,2843.58,5688.40,1156.21,37366.95
01/08/2018 14:00,10462.18,1370.15,2406.71,791.25,12171.93,2830.78,5572.80,1129.08,36734.87
01/08/2018 15:00,10392.91,1319.44,2394.56,768.20,11808.50,2828.34,5496.41,1109.04,36117.40
01/08/2018 16:00,10261.99,1299.80,2393.88,751.69,11540.17,2823.20,5467.52,1101.92,35640.17
01/08/2018 17:00,10196.48,1313.88,2383.61,752.06,11614.67,2819.07,5523.65,1104.14,35707.56
01/08/2018 18:00,10405.36,1378.22,2375.01,786.42,12310.32,2821.88,5738.02,1117.82,36933.06
01/08/2018 19:00,10827.87,1484.53,2467.67,842.63,13319.39,3025.28,6253.64,1191.74,39412.75
01/08/2018 20:00,10827.70,1497.76,2502.22,857.96,13512.17,3090.62,6316.02,1203.31,39807.76
01/08/2018 21:00,10674.06,1505.20,2505.88,861.48,13499.92,3091.65,6263.53,1205.41,39607.13
01/08/2018 22:00,10430.34,1475.05,2490.79,849.62,13206.11,3046.26,6067.57,1192.64,38758.37
01/08/2018 23:00,9943.86,1413.48,2433.23,815.96,12571.87,2897.39,5727.32,1138.57,36941.69
01/08/2018 24:00,9549.09,1373.43,2397.69,795.18,11894.29,2750.22,5418.39,1109.25,35287.54
01/09/2018 01:00,9335.94,1269.83,2308.12,760.38,11501.68,2644.63,5208.59,1105.91,34135.08
01/09/2018 02:00,9231.77,1273.47,2296.54,765.26,11427.25,2605.16,5183.80,1110.92,33894.17
01/09/2018 03:00,9250.09,1279.84,2305.59,775.58,11565.03,2636.21,5240.47,1129.65,34182.47
01/09/2018 04:00,9366.07,1289.50,2320.08,786.91,11868.49,2696.19,5393.49,1156.99,34877.71
01/09/2018 05:00,9716.85,1328.78,2354.14,812.78,12517.03,2827.78,5706.84,1201.62,36465.81
01/09/2018 06:00,10479.50,1422.52,2406.13,865.86,13734.80,3097.64,6347.14,1280.63,39634.22
01/09/2018 07:00,11484.87,1575.46,2491.04,940.77,15413.79,3638.81,7271.18,1410.33,44226.27
01/09/2018 08:00,11769.49,1631.12,2540.86,969.61,15993.60,3814.26,7616.69,1472.93,45808.57
01/09/2018 09:00,11741.82,1647.87,2497.77,955.21,15536.40,3617.51,7260.65,1424.93,44682.17
01/09/2018 10:00,11766.56,1649.74,2458.38,933.62,15048.38,3399.57,6717.44,1342.09,43315.79
01/09/2018 11:00,11825.88,1589.39,2434.28,913.27,14606.09,3178.93,6259.22,1272.14,42079.20
01/09/2018 12:00,11667.53,1553.92,2394.12,887.77,14081.49,3015.67,5905.41,1208.81,40714.71
01/09/2018 13:00,11466.86,1567.66,2354.87,862.14,13481.12,2903.38,5647.83,1155.36,39439.21
01/09/2018 14:00,11303.98,1535.71,2342.86,842.18,12978.77,2838.09,5491.66,1127.74,38460.98
01/09/2018 15:00,11164.99,1488.50,2355.31,827.82,12544.00,2832.13,5396.22,1113.01,37721.98
01/09/2018 16:00,11039.57,1492.90,2343.93,815.70,12316.37,2821.07,5368.24,1099.29,37297.07
01/09/2018 17:00,11104.70,1506.04,2336.37,814.63,12511.04,2827.93,5420.38,1094.04,37615.13
01/09/2018 18:00,11508.45,1587.26,2325.23,844.07,13318.55,2851.54,5662.06,1110.38,39207.53
01/09/2018 19:00,11891.68,1655.78,2404.61,888.96,14375.42,3077.66,6149.06,1183.95,41627.13
01/09/2018 20:00,11799.55,1645.49,2421.56,888.95,14532.82,3145.58,6225.41,1205.89,41865.25
01/09/2018 21:00,11564.80,1615.07,2411.92,886.84,14430.10,3156.63,6215.59,1201.92,41482.87
01/09/2018 22:00,11134.32,1563.64,2360.77,861.84,13935.48,3086.19,5995.44,1165.12,40102.79
01/09/2018 23:00,10514.32,1463.90,2307.86,821.62,13058.95,2925.27,5608.59,1116.33,37816.83
01/09/2018 24:00,9903.82,1372.19,2249.29,783.17,12229.10,2714.71,5248.88,1066.07,35567.24
01/10/2018 01:00,9550.65,1304.65,2199.93,762.65,11678.14,2600.95,5062.45,1052.57,34211.99
01/10/2018 02:00,9358.59,1278.25,2189.60,754.41,11410.31,2554.36,4979.65,1049.36,33574.52
01/10/2018 03:00,9284.03,1276.77,2196.58,753.28,11289.12,2555.51,5006.71,1057.77,33419.77
01/10/2018 04:00,9278.28,1266.10,2202.52,760.26,11313.88,2567.59,5075.84,1070.61,33535.07
01/10/2018 05:00,9518.95,1293.87,2212.78,782.69,11697.93,2662.82,5263.60,1100.19,34532.84
01/10/2018 06:00,10124.65,1386.42,2256.53,817.83,12642.36,2901.85,5733.75,1168.97,37032.35
01/10/2018 07:00,10996.89,1531.21,2340.63,890.14,14072.68,3374.04,6476.84,1292.71,40975.14
01/10/2018 08:00,11244.82,1564.08,2404.49,915.93,14626.23,3475.35,6699.16,1346.13,42276.19
01/10/2018 09:00,11166.38,1530.12,2377.87,905.75,14439.71,3288.32,6555.96,1306.72,41570.84
01/10/2018 10:00,11158.06,1532.66,2377.11,893.76,14372.41,3134.14,6429.83,1280.52,41178.49
01/10/2018 11:00,11113.90,1518.36,2370.12,888.29,14295.80,2992.58,6304.15,1245.90,40729.10
01/10/2018 12:00,10997.70,1487.31,2360.00,876.84,14101.80,2911.96,6133.06,1203.08,40071.76
01/10/2018 13:00,10861.75,1420.92,2343.39,855.29,13885.05,2876.13,5933.66,1161.49,39337.67
01/10/2018 14:00,10770.68,1401.63,2346.49,835.86,13592.01,2868.88,5672.25,1133.32,38621.12
01/10/2018 15:00,10679.25,1377.03,2352.16,824.87,13158.39,2879.07,5510.33,1116.22,37897.32
01/10/2018 16:00,10576.99,1360.01,2347.42,810.48,12667.74,2876.22,5458.30,1108.66,37205.82
01/10/2018 17:00,10525.07,1420.77,2276.58,807.16,12456.68,2866.55,5505.35,1102.32,36960.46
01/10/2018 18:00,10819.03,1437.96,2285.71,833.19,12986.08,2872.84,5724.50,1113.15,38072.47
01/10/2018 19:00,11215.76,1492.01,2404.96,878.81,13889.96,3070.08,6181.52,1179.07,40312.16
01/10/2018 20:00,11034.77,1494.26,2417.34,872.37,13794.76,3089.57,6175.03,1182.45,40060.54
01/10/2018 21:00,10815.33,1467.56,2418.30,859.13,13537.07,3071.78,6047.44,1171.15,39387.75
01/10/2018 22:00,10438.57,1401.32,2396.34,826.23,13010.67,2992.76,5782.36,1142.34,37990.60
01/10/2018 23:00,9848.38,1302.45,2349.97,781.96,12086.55,2797.46,5322.16,1090.08,35579.00
01/10/2018 24:00,9249.09,1217.12,2299.97,740.55,11167.29,2553.98,4939.64,1043.86,33211.48
01/11/2018 01:00,8795.03,1187.88,2261.34,716.65,10511.91,2365.30,4634.60,1029.38,31502.09
01/11/2018 02:00,8555.47,1159.72,2235.39,703.25,10116.53,2255.17,4459.48,1021.59,30506.58
01/11/2018 03:00,8427.87,1141.38,2226.17,697.59,9916.34,2199.82,4391.81,1015.59,30016.55
01/11/2018 04:00,8396.12,1143.05,2237.55,690.10,9894.27,2180.76,4339.35,1027.92,29909.13
01/11/2018 05:00,8572.94,1179.27,2235.97,704.14,10258.78,2233.85,4445.21,1049.47,30679.64
01/11/2018 06:00,9202.55,1258.93,2295.97,751.52,11184.69,2405.97,4850.54,1115.68,33065.85
01/11/2018 07:00,10054.93,1397.53,2382.94,825.45,12639.10,2779.88,5549.44,1229.57,36858.85
01/11/2018 08:00,10357.49,1413.41,2466.30,864.89,13215.78,2887.76,5785.03,1284.65,38275.30
01/11/2018 09:00,10450.53,1420.36,2474.44,878.44,12809.48,2818.34,5712.57,1277.64,37841.80
01/11/2018 10:00,10495.98,1406.91,2503.23,888.70,12615.78,2829.49,5638.86,1273.76,37652.72
01/11/2018 11:00,10593.56,1388.07,2542.38,896.70,12641.92,2865.34,5615.39,1271.79,37815.17
01/11/2018 12:00,10642.21,1369.87,2557.24,903.33,12769.14,2906.97,5589.97,1278.19,38016.92
